,School,Professor,Department,Rating,Rating Count
4025,Pennsylvania State University,Shaw Sarah,English,5.0,1
4026,Pennsylvania State University,Shaw-Colyer Eugene,Classics,3.9,27
4027,Pennsylvania State University,Shcherbakova Anastasia,Economics,2.4,8
4028,Pennsylvania State University,Shea Katriona,Biological Sciences,3.8,6
4029,Pennsylvania State University,Shea Dennis,Health Administration,2.6,6
4030,Pennsylvania State University,Sheaffer Andrew,Engineering,5.0,1
4031,Pennsylvania State University,Shearer Gregory,Nutrition,2.6,5
4032,Pennsylvania State University,Sheehan Dennis,Finance,1.9,6
4033,Pennsylvania State University,Sheets Erin,Chemistry,2.1,71
4034,Pennsylvania State University,Sheffield Jessica,Communication,3.4,13
4035,Pennsylvania State University,Shemanski Donald,Information Science,3.4,61
4036,Pennsylvania State University,Shen Fuyuan,Communication,4.3,9
4037,Pennsylvania State University,Shen Li,Marketing,5.0,1
4038,Pennsylvania State University,Shen Shuang,Comparative Literature,4.0,2
4039,Pennsylvania State University,Shen Wen,Mathematics,4.2,37
4040,Pennsylvania State University,Shenk Chad,Human Development,3.8,6
4041,Pennsylvania State University,Sherbine Kortney,Education,5.0,4
4042,Pennsylvania State University,Sherman Richie,Communication,4.2,13
4043,Pennsylvania State University,Sherman Richard,Film,3.0,1
4044,Pennsylvania State University,Sherman Martha,Sociology,4.5,29
4045,Pennsylvania State University,Sherman-Wilkins Kyler,Sociology,4.7,10
4046,Pennsylvania State University,Sherpa Pasang,Anthropology,3.5,3
4047,Pennsylvania State University,Sherrick Brett,Communication,5.0,3
4048,Pennsylvania State University,Shi Huanhuan,Marketing,4.2,2
4049,Pennsylvania State University,Shi Shouyong,Economics,2.0,3
4050,Pennsylvania State University,Shi Yunfeng,Health Administration,4.0,1
4051,Pennsylvania State University,Shick Timothy,Labor & Employment Relations,5.0,2
4052,Pennsylvania State University,Shields Stephanie,Psychology,3.3,10
4053,Pennsylvania State University,Shiffman-Ackerman Samuel,Mathematics,1.3,7
4054,Pennsylvania State University,Shin Hiewon,English,4.0,4
4055,Pennsylvania State University,Shin Youngju,Communication,2.5,3
4056,Pennsylvania State University,Shinall Zachary,Communication Arts,1.0,1
4057,Pennsylvania State University,Shinske Bob,Mathematics,4.2,6
4058,Pennsylvania State University,Shinskie Robert,Not Specified,3.5,6
4059,Pennsylvania State University,Shipton Taylor,Graphic Arts,5.0,1
4060,Pennsylvania State University,Shoemaker Mary,Chemistry,4.2,44
4061,Pennsylvania State University,Shoenberger Heather,Communication,4.3,3
4062,Pennsylvania State University,Shontz Suzanne,Computer Science,3.3,5
4063,Pennsylvania State University,Shook Jennifer,Statistics,2.1,135
4064,Pennsylvania State University,Shook Hellman Jennifer,Mathematics,2.4,82
4065,Pennsylvania State University,Shope Patricia,Labor & Employment Relations,2.7,7
4066,Pennsylvania State University,Short Linda,Jewish Studies,3.2,31
4067,Pennsylvania State University,Shorter Jameliah,Philosophy,4.0,5
4068,Pennsylvania State University,Shostrom Ann,Fine Arts,3.4,4
4069,Pennsylvania State University,Shouse Roger,Education,5.0,3
4070,Pennsylvania State University,Showalter Scott,Chemistry,3.1,23
4071,Pennsylvania State University,Shriver Mark,Anthropology,2.4,34
4072,Pennsylvania State University,Shu Jun,Information Systems,1.9,8
4073,Pennsylvania State University,Shuchter Julian,English,2.5,3
4074,Pennsylvania State University,Shufran Gregory,Engineering,2.3,16
4075,Pennsylvania State University,Shumac Katherine,Horticulture,4.0,1
4076,Pennsylvania State University,Shumway Durland,Statistics,2.3,23
4077,Pennsylvania State University,Shurgalla Richard,Health Administration,4.3,10
4078,Pennsylvania State University,Shyu Lillian,Sociology,2.5,8
4079,Pennsylvania State University,Shyuan Tan,Psychology,3.0,1
4080,Pennsylvania State University,Sibo Alexander,English,4.0,3
4081,Pennsylvania State University,Sibrava Nick,Psychology,4.7,16
4082,Pennsylvania State University,Sica Alan,Sociology,4.5,10
4083,Pennsylvania State University,Sicree Andrew,Earth Science,3.3,9
4084,Pennsylvania State University,Sie Haskell,Statistics,3.6,5
4085,Pennsylvania State University,Siegel Paul,Mathematics,3.9,12
4086,Pennsylvania State University,Siegel Ron,Economics,3.6,5
4087,Pennsylvania State University,Sierlecki Bonnie,Communication,4.9,7
4088,Pennsylvania State University,Sieron Scott,Meteorology,1.0,1
4089,Pennsylvania State University,Siewe Patricia,French,3.7,5
4090,Pennsylvania State University,Sigler Thomas,Geography,4.0,5
4091,Pennsylvania State University,Sigurdsson Steinn,Astronomy,4.0,29
4092,Pennsylvania State University,Sik Sarah,Art History,4.8,2
4093,Pennsylvania State University,Sikes Michelle,Kinesiology,5.0,3
4094,Pennsylvania State University,Sillman Carl,Biological Sciences,3.9,8
4095,Pennsylvania State University,Sillner Andrea,Nursing,4.0,1
4096,Pennsylvania State University,Silver Eric,Sociology,4.9,31
4097,Pennsylvania State University,Silver Stacy,Sociology,4.0,72
4098,Pennsylvania State University,Silverman Willa,Languages,3.5,15
4099,Pennsylvania State University,Silverman Chloe B.,Sociology,3.6,4
4100,Pennsylvania State University,Silverstein Glenn,Political Science,2.7,7
4101,Pennsylvania State University,Simeon Sandrine,French,4.0,11
4102,Pennsylvania State University,Simin Timothy,Finance,4.0,31
4103,Pennsylvania State University,Simmons Cynthia,Communication,4.3,12
4104,Pennsylvania State University,Simpson Scott,Communication,4.0,11
4105,Pennsylvania State University,Simpson Stephen,Mathematics,1.8,5
4106,Pennsylvania State University,Simpson Mark,Geography,3.0,1
4107,Pennsylvania State University,Simpson Tim,Mechanical Engineering,4.0,1
4108,Pennsylvania State University,Simring Eric,Mathematics,4.2,130
4109,Pennsylvania State University,Sinclair James,Accounting,1.7,7
4110,Pennsylvania State University,Sinclair Matthew,Business,4.0,1
4111,Pennsylvania State University,Singh Vishal,Nutrition,5.0,1
4112,Pennsylvania State University,Sinha Alok,Engineering,2.8,14
4113,Pennsylvania State University,Sinha Mrinalini,History,4.5,5
4114,Pennsylvania State University,Sinha Hansa,Business,2.2,11
4115,Pennsylvania State University,Sippel Lieselotte,German,4.9,6
4116,Pennsylvania State University,Sirakaya Beatrice,Biological Sciences,3.2,44
4117,Pennsylvania State University,Sivasubramaniam Anand,Computer Science,3.5,12
4118,Pennsylvania State University,Six Derek,Mineral Engineering,3.5,3
4119,Pennsylvania State University,Sjoberg Matthew,Classics,4.9,6
4120,Pennsylvania State University,Skattebo Amie,Psychology,3.2,81
4121,Pennsylvania State University,Skibinski Tom,Civil Engineering,4.0,7
4122,Pennsylvania State University,Skinner Olivenne,Human Development,1.0,2
4123,Pennsylvania State University,Skluzacek Joanna,Chemistry,4.6,9
4124,Pennsylvania State University,Skucek Alex,Languages,4.6,21
4125,Pennsylvania State University,Skucek Sascha,English,5.0,8
4126,Pennsylvania State University,Skukalek John,Mathematics,3.5,21
4127,Pennsylvania State University,Slattery Maggie,Engineering,4.3,5
4128,Pennsylvania State University,Slattery Margaret,Engineering,4.0,1
4129,Pennsylvania State University,Slavkovic Aleksandra,Mathematics,2.5,12
4130,Pennsylvania State University,Slawski Adam,Economics,3.0,4
4131,Pennsylvania State University,Slingerland Rudy,Geology,4.0,3
4132,Pennsylvania State University,Sliwinski Martin,Human Development,4.1,5
4133,Pennsylvania State University,Sloane Stephen,Criminal Justice,4.5,1
4134,Pennsylvania State University,Slobounov Sam,Physical Ed,2.4,8
4135,Pennsylvania State University,Slot Johanna,Marketing,2.5,2
4136,Pennsylvania State University,Smal Pia,Human Development,4.7,17
4137,Pennsylvania State University,Smerbeck John,Military Science,5.0,6
4138,Pennsylvania State University,Smid Ivica,Mechanical Engineering,2.1,11
4139,Pennsylvania State University,Smilges Johnathon,English,3.8,5
4140,Pennsylvania State University,Smith Eric,Law,4.8,21
4141,Pennsylvania State University,Smith Elizabeth,Art History,3.3,23
4142,Pennsylvania State University,Smith Charles,Accounting,3.8,42
4143,Pennsylvania State University,Smith Rachel,Psychology,4.3,3
4144,Pennsylvania State University,Smith Edward,Engineering,2.4,6
4145,Pennsylvania State University,Smith Clair,Economics,3.2,8
4146,Pennsylvania State University,Smith Scott,English,4.8,15
4147,Pennsylvania State University,Smith Steven,Music,5.0,4
4148,Pennsylvania State University,Smith Clair Alexa,Economics,2.8,78
4149,Pennsylvania State University,Smith Joshua,English,3.7,10
4150,Pennsylvania State University,Smith Michelle,Religion,3.5,1
4151,Pennsylvania State University,Smith Hiram,Spanish,3.3,5
4152,Pennsylvania State University,Smith Jennifer,Criminal Justice,2.8,8
4153,Pennsylvania State University,Smith Christopher,Aerospace Engineering,3.5,2
4154,Pennsylvania State University,Smith Stan,Mathematics,4.0,2
4155,Pennsylvania State University,Smith Jess,Finance,3.4,7
4156,Pennsylvania State University,Smith Patrick,Real Estate,5.0,1
4157,Pennsylvania State University,Smith Stanley,Mathematics,2.8,2
4158,Pennsylvania State University,Smith Curtis,Religion,4.0,3
4159,Pennsylvania State University,Smith Adam,Computer Science,2.2,9
4160,Pennsylvania State University,Smith Daniel,Philosophy,5.0,1
4161,Pennsylvania State University,Smith Evan,Business,5.0,1
4162,Pennsylvania State University,Smith Sarah,Women's Studies,1.8,4
4163,Pennsylvania State University,Smith Emily,English,5.0,2
4164,Pennsylvania State University,Smith Curtis,Religious Studies,3.3,175
4165,Pennsylvania State University,Smith Virginia,English,3.4,65
4166,Pennsylvania State University,Smith Shawn,Information Sciences amp Technology,1.0,4
4167,Pennsylvania State University,Smith Justin,English,5.0,2
4168,Pennsylvania State University,Smith Ron,Communication,2.3,41
4169,Pennsylvania State University,Smith Howard,Criminal Justice,4.3,59
4170,Pennsylvania State University,Smithwick Erica,Geography,3.9,9
4171,Pennsylvania State University,Smitka Michael,Physics,1.9,29
4172,Pennsylvania State University,Smits Akiko,Japanese,4.7,10
4173,Pennsylvania State University,Smits Gregory,History,2.5,40
4174,Pennsylvania State University,Smye Andrew,Geology,4.3,4
4175,Pennsylvania State University,Smyth Joshua,Health Science,3.0,3
4176,Pennsylvania State University,Sneed Evan,Astronomy,5.0,7
4177,Pennsylvania State University,Sneff Priscilla,English,2.8,2
4178,Pennsylvania State University,Snipes Shedra,Behavioral Sciences,3.8,10
4179,Pennsylvania State University,Snow Dean,Anthropology,3.7,18
4180,Pennsylvania State University,Snow Charles,Management,3.9,7
4181,Pennsylvania State University,Snyder Stephanie,Art,3.9,4
4182,Pennsylvania State University,Snyder Pamela,English,3.1,7
4183,Pennsylvania State University,Sobolewski Curt,Criminal Justice,3.5,2
4184,Pennsylvania State University,Sodeinde Ola,Biological Sciences,3.5,31
4185,Pennsylvania State University,Sohn Schalyn ,Accounting,3.3,17
4186,Pennsylvania State University,Solaimanian Mansour,Civil Engineering,5.0,1
4187,Pennsylvania State University,Solari Amari,Art History,4.0,1
4188,Pennsylvania State University,Solari Amara,Art History,4.5,11
4189,Pennsylvania State University,Sollman Tara,Photography,1.0,1
4190,Pennsylvania State University,Solnosky Ryan,Engineering,4.4,4
4191,Pennsylvania State University,Solo Christopher,Business,4.7,27
4192,Pennsylvania State University,Soloman Denise,Communication,4.3,6
4193,Pennsylvania State University,Somani Yasina,Kinesiology,5.0,1
4194,Pennsylvania State University,Sommer Henry,Engineering,4.0,21
4195,Pennsylvania State University,Sommese Lanny,Graphic Arts,3.6,15
4196,Pennsylvania State University,Sonak Brian,Mathematics,2.7,20
4197,Pennsylvania State University,Song Yan Li,Mathematics,3.6,4
4198,Pennsylvania State University,Song Won Chul,Statistics,4.2,5
4199,Pennsylvania State University,Song Linhai,Information Sciences amp Technology,4.0,2
4200,Pennsylvania State University,Song Eunhye,Industrial Engineering,4.3,3
4201,Pennsylvania State University,Song Fenghua,Finance,3.3,9
4202,Pennsylvania State University,Sonja Petrovic,Statistics,2.5,1
4203,Pennsylvania State University,Sonsteby Allan,Information Sciences  Technology,4.0,1
4204,Pennsylvania State University,Sooreea Rajeev,Business,4.3,6
4205,Pennsylvania State University,Sorbeck Winter,Art,2.5,4
4206,Pennsylvania State University,Soto Jose,Psychology,4.5,3
4207,Pennsylvania State University,Sottile Bradley,Computer Science,5.0,1
4208,Pennsylvania State University,Sottile Brad,Aerospace Engineering,3.6,35
4209,Pennsylvania State University,Soukhov Iouri,Mathematics,2.6,8
4210,Pennsylvania State University,Soule Brian,"Recreation, Parks, & Tourism",4.4,7
4211,Pennsylvania State University,Souza Janet,Accounting,3.7,9
4212,Pennsylvania State University,Spaeth Peter,Mathematics,3.4,25
4213,Pennsylvania State University,Sparks Sherron,Psychology,3.6,14
4214,Pennsylvania State University,Spearly Jeffrey,Management,3.0,1
4215,Pennsylvania State University,Speight Eric,Statistics,1.0,3
4216,Pennsylvania State University,Spencer David,Aerospace Engineering,4.6,9
4217,Pennsylvania State University,Spencer Daniel,Statistics,4.4,8
4218,Pennsylvania State University,Sperling Rayne,Psychology,3.4,86
4219,Pennsylvania State University,Sperling Rayne,Education,1.0,1
4220,Pennsylvania State University,Sperrazza Tyler,History,5.0,1
4221,Pennsylvania State University,Spess Laura Amy,Geography,3.0,5
4222,Pennsylvania State University,Spielvogel John,Communication,5.0,1
4223,Pennsylvania State University,Spielvogel Laura,Women's Studies,4.4,9
4224,Pennsylvania State University,Spielvogel Chris,Communication,4.6,9
4225,Pennsylvania State University,Spillane Dan,Engineering,4.0,3
4226,Pennsylvania State University,Spillman Karolyn,English,1.3,6
4227,Pennsylvania State University,Spinabelli Lauren,English,4.0,2
4228,Pennsylvania State University,Spinelle Jenna,Communication,5.0,1
4229,Pennsylvania State University,Spokus Diane,Health Administration,3.6,19
4230,Pennsylvania State University,Springer Caleb,Mathematics,2.0,1
4231,Pennsylvania State University,Squicciarini Anna,Information Science,4.1,13
4232,Pennsylvania State University,Squillante Sheila,English,4.4,17
4233,Pennsylvania State University,Squires Brian,Landscape Architecture & Regional Planning,3.5,1
4234,Pennsylvania State University,Squyres Nicole,Biological Sciences,3.6,14
4235,Pennsylvania State University,Sridhar Hari,Marketing,5.0,3
4236,Pennsylvania State University,Srikrishnan Vivek,Mathematics,3.3,16
4237,Pennsylvania State University,Srinivas Sharan,Industrial Engineering,4.5,1
4238,Pennsylvania State University,Srinivasan Sanjay,Earth Science,2.2,5
4239,Pennsylvania State University,Srinivasan Gautum,Kinesiology,5.0,1
4240,Pennsylvania State University,Sriperumbudur Bharath,Statistics,3.6,9
4241,Pennsylvania State University,St Amant Stephen,Art,3.0,1
4242,Pennsylvania State University,St Pierre Tanja,Sociology,2.0,12
4243,Pennsylvania State University,St. Clair Robert,Computer Science,5.0,2
4244,Pennsylvania State University,St. Claire Anthony,French,5.0,3
4245,Pennsylvania State University,St.Pierre Tanja,Sociology,1.8,26
4246,Pennsylvania State University,Stachniewicz Christine,Mathematics,3.6,75
4247,Pennsylvania State University,Staff Jeremy,Sociology,2.8,16
4248,Pennsylvania State University,Stafford Andrew,French,4.8,15
4249,Pennsylvania State University,Stager Sarah,Information Sciences amp Technology,2.7,4
4250,Pennsylvania State University,Stager-Kamats Xabine,Biological Sciences,1.0,2
4251,Pennsylvania State University,Stamatopoulou Zoe,Classics,4.6,7
4252,Pennsylvania State University,Stambler David,Music,4.0,4
4253,Pennsylvania State University,Stango Marco,Philosophy,4.3,5
4254,Pennsylvania State University,Staniar Burt,Animal Science,3.1,9
4255,Pennsylvania State University,Stankiewicz Mary,Education,4.2,2
4256,Pennsylvania State University,Stansfield Mary,"Recreation, Parks, & Tourism",1.0,2
