,School,Professor,Department,Rating,Rating Count
2596,Pennsylvania State University,Li Yuexing,Astronomy,3.5,2
2597,Pennsylvania State University,Li Xiaoxiao,Statistics,4.0,1
2598,Pennsylvania State University,Li Qi,Economics,5.0,1
2599,Pennsylvania State University,Li Jia,Mathematics,3.0,11
2600,Pennsylvania State University,Li Yukun,Mathematics,2.6,5
2601,Pennsylvania State University,Li Chuanbin,Mathematics,3.1,17
2602,Pennsylvania State University,Liang Jiali,Communication Disorders,2.7,3
2603,Pennsylvania State University,Liang Peng,Business,5.0,2
2604,Pennsylvania State University,Liang Di,Curriculum & Instruction,5.0,1
2605,Pennsylvania State University,Liao Shu-Min,Statistics,4.8,7
2606,Pennsylvania State University,Liao Hsuan-Yi,Mathematics,5.0,1
2607,Pennsylvania State University,Libby Christine,History,5.0,8
2608,Pennsylvania State University,Liben Lynn,Psychology,3.1,4
2609,Pennsylvania State University,Licastro Ralph,Accounting,2.7,35
2610,Pennsylvania State University,Liechty John,Business,3.2,10
2611,Pennsylvania State University,Liendo Elizabeth,Comparative Literature,5.0,1
2612,Pennsylvania State University,Lightner Nancy,Information Systems,1.7,5
2613,Pennsylvania State University,Limperos Anthony,Communication,5.0,2
2614,Pennsylvania State University,Lin Enru,English,4.0,1
2615,Pennsylvania State University,Lin Michael,Computer Science,1.0,1
2616,Pennsylvania State University,Lin Yu-San,Computer Science,5.0,2
2617,Pennsylvania State University,Lin Junli,Mathematics,4.5,2
2618,Pennsylvania State University,Lin Xialing,Communication,2.0,1
2619,Pennsylvania State University,Lin Dennis,Business,3.5,22
2620,Pennsylvania State University,Linch Amy,Political Science,2.8,37
2621,Pennsylvania State University,Lindau Jules,Mechanical Engineering,2.0,5
2622,Pennsylvania State University,Linder Scott,Biochemistry,1.0,1
2623,Pennsylvania State University,Lindner Scott,Biological Sciences,3.1,14
2624,Pennsylvania State University,Lindsey Stewart,Philosophy,2.7,4
2625,Pennsylvania State University,Ling Moses,Engineering,3.9,15
2626,Pennsylvania State University,Lingwall James,Communication,4.5,2
2627,Pennsylvania State University,Linn Suzanna,Political Science,3.0,21
2628,Pennsylvania State University,Linnebur Adriana,Spanish,4.3,34
2629,Pennsylvania State University,Lintereur Azaree,Engineering,5.0,3
2630,Pennsylvania State University,Linzell Daniel,Engineering,3.6,19
2631,Pennsylvania State University,Lipowsky Herbert,Engineering,2.5,1
2632,Pennsylvania State University,Lipski John,Spanish,2.2,34
2633,Pennsylvania State University,Lissenden Cliff,Engineering,4.9,6
2634,Pennsylvania State University,List Alexandra,Education,3.1,31
2635,Pennsylvania State University,Little David,Mathematics,3.0,176
2636,Pennsylvania State University,Litzinger Thomas,Engineering,4.9,10
2637,Pennsylvania State University,Litzinger Mary,Kinesiology,3.8,2
2638,Pennsylvania State University,Liu Chun,Mathematics,3.8,16
2639,Pennsylvania State University,Liu Jingyuan,Statistics,3.0,2
2640,Pennsylvania State University,Liu Songqi,Psychology,4.2,5
2641,Pennsylvania State University,Liu Siyuan,Information Systems,4.0,2
2642,Pennsylvania State University,Liu Wansheng,Animal Science,4.0,1
2643,Pennsylvania State University,Liu Bingjie,Communication,4.0,1
2644,Pennsylvania State University,Liu Pei,Mathematics,5.0,1
2645,Pennsylvania State University,Liu Xin,Italian,5.0,1
2646,Pennsylvania State University,Liu Qiao,Mathematics,5.0,1
2647,Pennsylvania State University,Liu Yanxi,Electrical Engineering,2.3,4
2648,Pennsylvania State University,Liu Peng,Information Science,3.8,32
2649,Pennsylvania State University,Liu Shuyuan,English,4.8,5
2650,Pennsylvania State University,Liu Zhiwen,Electrical Engineering,1.0,1
2651,Pennsylvania State University,Liu Aimin,Biological Sciences,3.4,15
2652,Pennsylvania State University,Liu Shiqi,Mathematics,4.0,2
2653,Pennsylvania State University,Liu Chang,Mathematics,4.0,13
2654,Pennsylvania State University,Lizardi Ryan,Film,4.6,4
2655,Pennsylvania State University,Llera Sandra,Psychology,5.0,2
2656,Pennsylvania State University,Lloyd Kirsten,Horticulture,5.0,1
2657,Pennsylvania State University,Lo Prete Chiara,Environmental Engineering,1.6,13
2658,Pennsylvania State University,Lobo Julius,English,3.6,11
2659,Pennsylvania State University,Lock Morgan Kari,Statistics,2.9,9
2660,Pennsylvania State University,Locke Nancy,Art History,4.3,9
2661,Pennsylvania State University,Lockett Alexandria,English,2.8,10
2662,Pennsylvania State University,Loder Bonnie,Spanish,4.6,8
2663,Pennsylvania State University,Loewenstein Jennifer,History,1.8,4
2664,Pennsylvania State University,Loewenstein David,English,3.0,2
2665,Pennsylvania State University,Logan Bruce,Civil Engineering,4.2,5
2666,Pennsylvania State University,Logan Ikubulojah,African-American Studies,3.5,7
2667,Pennsylvania State University,Logue Sheree,Behavioral Sciences,4.1,9
2668,Pennsylvania State University,Lohse Kent,History,3.2,6
2669,Pennsylvania State University,Lohse Russell,History,3.2,6
2670,Pennsylvania State University,Loizides Yiannis,Mathematics,2.0,1
2671,Pennsylvania State University,Loken Eric,Human Development,2.7,16
2672,Pennsylvania State University,London Tamar,Political Science,1.5,1
2673,Pennsylvania State University,Long Lyle,Engineering,2.8,11
2674,Pennsylvania State University,Long Christopher,Philosophy,4.6,5
2675,Pennsylvania State University,Long Bridget,Communication,3.6,4
2676,Pennsylvania State University,Long Kate,Information Science,4.5,1
2677,Pennsylvania State University,Long Jason,Information Systems,5.0,2
2678,Pennsylvania State University,Long Lyle,Aerospace Engineering,3.2,2
2679,Pennsylvania State University,Long Shuishui,Chinese,4.3,6
2680,Pennsylvania State University,Lonie Jean,Agriculture,5.0,2
2681,Pennsylvania State University,Lonsberry Samuel,English,3.0,2
2682,Pennsylvania State University,Lopez De Murphy Maria,Civil Engineering,4.5,2
2683,Pennsylvania State University,Lopez Frias Francisco Javier,Kinesiology,5.0,1
2684,Pennsylvania State University,Lopez-Beltran Priscila,Spanish,4.0,1
2685,Pennsylvania State University,Lord Bruce,Forestry,1.9,73
2686,Pennsylvania State University,Lorence Daniel,Health Science,3.6,14
2687,Pennsylvania State University,Lorenz Walter,Arabic,4.7,13
2688,Pennsylvania State University,Lorenz Beyza,Literature,4.0,8
2689,Pennsylvania State University,Lotier Kristopher,English,4.6,11
2690,Pennsylvania State University,Lott Marie,Music,4.2,3
2691,Pennsylvania State University,Lougy Robert,English,3.9,17
2692,Pennsylvania State University,Louie Allison,Mathematics,4.8,16
2693,Pennsylvania State University,Louw Julia,Social Work,3.5,2
2694,Pennsylvania State University,Love Nancy,Political Science,4.0,25
2695,Pennsylvania State University,Love Jeff,Psychology,4.4,209
2696,Pennsylvania State University,Lovell Stevie,Hospitality,4.1,15
2697,Pennsylvania State University,Loviscky Greg,Psychology,4.2,73
2698,Pennsylvania State University,Lowe Kevin,History,5.0,2
2699,Pennsylvania State University,Lowery David,Political Science,3.7,5
2700,Pennsylvania State University,Lowry Michelle,Finance,4.0,4
2701,Pennsylvania State University,Lu Zhi,Marketing,5.0,2
2702,Pennsylvania State University,Lu Jinpeng,Mathematics,2.0,1
2703,Pennsylvania State University,Lu Xiaofei,Languages,2.3,3
2704,Pennsylvania State University,Lucas Diane,Information Science,4.8,3
2705,Pennsylvania State University,Lueking Angela,Engineering,2.0,15
2706,Pennsylvania State University,Luhman Kevin,Astronomy,4.0,65
2707,Pennsylvania State University,Lukyanov Nikita,Mathematics,4.0,4
2708,Pennsylvania State University,Lumadue Jeanne,Veterinary Sciences,3.9,6
2709,Pennsylvania State University,Lumpkins Charles,African-American Studies,3.3,30
2710,Pennsylvania State University,Lungeanu Razvan,Management,5.0,1
2711,Pennsylvania State University,Lunn Jason,Finance,4.7,9
2712,Pennsylvania State University,Lunsford Bradley,Criminal Justice,4.2,15
2713,Pennsylvania State University,Lunt David,Classics,5.0,8
2714,Pennsylvania State University,Luo Liying,Sociology,4.7,3
2715,Pennsylvania State University,Luo Yushuang,Mathematics,2.0,1
2716,Pennsylvania State University,Lupascu Victoria,Chinese,1.0,1
2717,Pennsylvania State University,Lupo Adam,English,3.8,55
2718,Pennsylvania State University,Lupoli Shawn,Information Sciences & Technology,1.3,3
2719,Pennsylvania State University,Luscher Bernhard,Biological Sciences,4.0,20
2720,Pennsylvania State University,Lusiak Christy,Women's Studies,3.6,4
2721,Pennsylvania State University,Lusk Mark,Music,4.2,10
2722,Pennsylvania State University,Lutz Heather,Business,1.7,61
2723,Pennsylvania State University,Lvov Serguei,Mineral Engineering,3.4,5
2724,Pennsylvania State University,Lyn Gary,Economics,2.5,8
2725,Pennsylvania State University,Lynch Jonathan,Horticulture,4.8,2
2726,Pennsylvania State University,Lynch Paul,Engineering,5.0,16
2727,Pennsylvania State University,Lynch Judith,Spanish,3.6,33
2728,Pennsylvania State University,Lynch Amy,Political Science,3.7,4
2729,Pennsylvania State University,Lynch Stephen,Mechanical Engineering,4.7,4
2730,Pennsylvania State University,Lynch Megan,Curriculum amp Instruction,5.0,4
2731,Pennsylvania State University,Lyon Janet,English,4.3,8
2732,Pennsylvania State University,Lyon James,Music,5.0,1
2733,Pennsylvania State University,Lyons Betse,English,4.2,2
2734,Pennsylvania State University,Lyons Adam,Biological Sciences,3.8,5
2735,Pennsylvania State University,Ma Yanping,Mathematics,4.5,5
2736,Pennsylvania State University,MA Yicong,Mathematics,1.0,2
2737,Pennsylvania State University,Ma Junfeng,Engineering,3.8,8
2738,Pennsylvania State University,Ma Lina,Mathematics,3.6,19
2739,Pennsylvania State University,Ma Yanyuan,Statistics,1.7,3
2740,Pennsylvania State University,Ma Yuanyuan,Statistics,1.0,1
2741,Pennsylvania State University,Ma Hong,Biological Sciences,3.8,9
2742,Pennsylvania State University,Ma Limin,Mathematics,3.0,9
2743,Pennsylvania State University,MacAlady Jennifer,Geology,2.6,9
2744,Pennsylvania State University,MacAuley Brian,Communication,4.6,5
2745,Pennsylvania State University,MacDonald Digby,Earth Science,4.2,3
2746,Pennsylvania State University,MacDonald Mariah,Astronomy,5.0,1
2747,Pennsylvania State University,Macgregor-Skinner Gavin,Criminal Justice,5.0,2
2748,Pennsylvania State University,Machen Marolyn,Education,4.0,1
2749,Pennsylvania State University,Mack Daniel,Classics,4.4,11
2750,Pennsylvania State University,MacLean R. Ross,Psychology,5.0,1
2751,Pennsylvania State University,Macy Robert,Information Science,4.8,6
2752,Pennsylvania State University,Madden Stephanie,Communication,3.0,2
2753,Pennsylvania State University,Maddox Jerrold,Art,4.8,36
2754,Pennsylvania State University,Madduri Kamesh,Computer Science,3.8,11
2755,Pennsylvania State University,Madenford Douglas,German,5.0,3
2756,Pennsylvania State University,Madhavan Aarthi,Communication Disorders,2.4,8
2757,Pennsylvania State University,Madonna Kissell,English,4.7,16
2758,Pennsylvania State University,Maffie Michael Maffie,Economics,5.0,1
2759,Pennsylvania State University,Maggs Jennifer,Human Development,3.9,5
2760,Pennsylvania State University,Maguire Michael,English,4.4,8
2761,Pennsylvania State University,Mahan Gerald,Physics,2.0,4
2762,Pennsylvania State University,Mahar Jan,Computer Science,3.6,23
2763,Pennsylvania State University,Mahdavi Mehrdad,Computer Science,4.6,15
2764,Pennsylvania State University,Mahlobo Christa,Recreation Parks amp Tourism,4.0,1
2765,Pennsylvania State University,Mahon William,Communication,4.7,3
2766,Pennsylvania State University,Mahony Shaun,Biochemistry,2.0,1
2767,Pennsylvania State University,Maich Katherine,Labor amp Employment Relations,1.0,5
2768,Pennsylvania State University,Maier Caleb,Communication,2.5,4
2769,Pennsylvania State University,Maier Sophia,Communication Arts,4.0,1
2770,Pennsylvania State University,Mainela-Arnold Elina,Communication Disorders,3.1,9
2771,Pennsylvania State University,Maitland Carleen,Information Science,2.9,12
2772,Pennsylvania State University,Maitland Carleen,Information Sciences  Technology,4.0,1
2773,Pennsylvania State University,Major Mark,Political Science,4.6,20
2774,Pennsylvania State University,Mak Kin,Physics,4.5,2
2775,Pennsylvania State University,Makoni Sinfree,African-American Studies,2.6,5
2776,Pennsylvania State University,Makova Kateryna,Biological Sciences,3.2,7
2777,Pennsylvania State University,Makowiecki Julia,German,4.0,1
2778,Pennsylvania State University,Malatino Hilary,Women's Studies,5.0,1
2779,Pennsylvania State University,Malcolm Glenna,Biological Sciences,1.6,21
2780,Pennsylvania State University,Malcos Jennelle,Biological Sciences,4.4,123
2781,Pennsylvania State University,Maldonado Jose,Communication,5.0,2
2782,Pennsylvania State University,Malenke Nathan,English,3.9,9
2783,Pennsylvania State University,Maler Adrian,Mathematics,1.0,11
2784,Pennsylvania State University,Malinchak Tom,Italian,4.0,49
2785,Pennsylvania State University,Malkiewicz Przemylaw,Physics,1.0,1
2786,Pennsylvania State University,Malkowski Konrad,Computer Science,1.8,11
2787,Pennsylvania State University,Mallouk Thomas,Chemistry,4.4,30
2788,Pennsylvania State University,Maloney Judith,Art History,4.0,1
2789,Pennsylvania State University,Maltz Schejter Judy,Communication,2.5,25
2790,Pennsylvania State University,Malys Tyler,Behavioral Sciences,2.5,1
2791,Pennsylvania State University,Mama Scherezade,Kinesiology,4.0,1
2792,Pennsylvania State University,Mancellari Armela,Economics,1.0,1
2793,Pennsylvania State University,Mancini Olivia,Art,2.9,11
2794,Pennsylvania State University,Mandzik Amanda,Economics,3.7,27
2795,Pennsylvania State University,Manfull Helen,Music,4.1,13
2796,Pennsylvania State University,Mangan John Geral,Art,4.2,7
2797,Pennsylvania State University,Mangini Lisa,English,4.6,5
2798,Pennsylvania State University,Mani Vidya,Business,4.2,5
2799,Pennsylvania State University,Manias Evangelos,Materials Engineering,2.9,15
2800,Pennsylvania State University,Mann Michael,Meteorology,3.5,17
2801,Pennsylvania State University,Manning Liz,Human Development,5.0,1
2802,Pennsylvania State University,Manning Keefe,Engineering,2.8,21
2803,Pennsylvania State University,Mannion Marea,Communication,3.0,21
2804,Pennsylvania State University,Mannon Ethan,English,4.4,7
2805,Pennsylvania State University,Mansour Opher,Art History,2.5,2
2806,Pennsylvania State University,Mantz Linda,Human Development,3.4,37
2807,Pennsylvania State University,Mantz Katie,Criminal Justice,3.8,7
2808,Pennsylvania State University,Manuel Steve,Communication,4.2,119
2809,Pennsylvania State University,Mao Zhiqiang,Physics,4.0,2
2810,Pennsylvania State University,Mao Yingwei,Biological Sciences,2.0,1
2811,Pennsylvania State University,Mapston Breanna,Communication Arts,5.0,1
2812,Pennsylvania State University,Maranas Janna,Chemical Engineering,2.3,18
2813,Pennsylvania State University,Maranas Costas,Engineering,3.1,8
2814,Pennsylvania State University,Marc Fabbri,Mathematics,2.3,3
2815,Pennsylvania State University,Marcinkevage Carrie,Business,3.0,1
2816,Pennsylvania State University,Marden Jim,Biological Sciences,4.8,6
2817,Pennsylvania State University,Margolis Terry,Business,2.3,66
2818,Pennsylvania State University,Marin Kellie,Communication Arts,4.0,2
2819,Pennsylvania State University,Mark Vera,French,3.5,26
2820,Pennsylvania State University,Markle Ronald,Biological Sciences,2.9,20
2821,Pennsylvania State University,Markle Bradley,English,4.5,2
2822,Pennsylvania State University,Markowski Michael,Health Administration,4.7,3
2823,Pennsylvania State University,Markowski Paul,Meteorology,4.3,16
2824,Pennsylvania State University,Marks Jonathan,Bioethics,4.4,4
2825,Pennsylvania State University,Marone Chris,Earth Science,4.3,91
2826,Pennsylvania State University,Marouan Maha,African-American Studies,4.8,5
2827,Pennsylvania State University,Marr Matthew,Spanish,4.2,3
2828,Pennsylvania State University,Marrero-Ramos Cynthia,Philosophy,5.0,3
2829,Pennsylvania State University,Marriott Robert,Communication Arts,1.2,2
2830,Pennsylvania State University,Marsh Eric,Engineering,4.5,33
2831,Pennsylvania State University,Marsh John,English,4.2,13
2832,Pennsylvania State University,Marshall Ashley,English,3.9,24
2833,Pennsylvania State University,Marshall Melissa,Communication,4.8,36
2834,Pennsylvania State University,Marshall Amy,Psychology,4.7,3
2835,Pennsylvania State University,Marshall Laura,Classics,4.0,1
2836,Pennsylvania State University,Marshall Megan,Engineering,5.0,6
2837,Pennsylvania State University,Martí-Peña Guadalupe,Spanish,3.7,24
2838,Pennsylvania State University,Martin Willard,German,4.2,14
2839,Pennsylvania State University,Martin Bob,Communication,4.9,4
2840,Pennsylvania State University,Martin Thomas,History,3.3,9
2841,Pennsylvania State University,Martin Jay,Mechanical Engineering,5.0,3
2842,Pennsylvania State University,Martin Rebekah,History,5.0,1
2843,Pennsylvania State University,Martin Anne,Mechanical Engineering,2.2,6
2844,Pennsylvania State University,Martin Rex,Communication,1.0,1
2845,Pennsylvania State University,Martin Molly,Sociology,3.5,15
2846,Pennsylvania State University,Martin Amber,English,4.0,3
2847,Pennsylvania State University,Martinez Veronica,Business,4.5,2
2848,Pennsylvania State University,Martinez Larry,Hospitality,4.0,1
2849,Pennsylvania State University,Marzioli Sara,Italian,2.6,6
2850,Pennsylvania State University,Masko Jeffrey,Film,3.4,7
2851,Pennsylvania State University,Maslak Przemyslaw,Chemistry,3.0,227
2852,Pennsylvania State University,Massaro Vanessa,Geography,2.2,2
2853,Pennsylvania State University,Massoglia Michael,Sociology,4.2,32
2854,Pennsylvania State University,Masters Christine,Engineering,4.1,74
2855,Pennsylvania State University,Masters Katie,Chemistry,4.2,66
2856,Pennsylvania State University,Masters Kate,Chemistry,5.0,3
2857,Pennsylvania State University,Mastro Andrea,Agriculture,3.0,7
2858,Pennsylvania State University,Masullo James,Spanish,5.0,4
2859,Pennsylvania State University,Mateer Dirk,Economics,4.4,378
2860,Pennsylvania State University,Mateer George,Economics,4.4,19
2861,Pennsylvania State University,Mateer Leslie,English,2.4,11
2862,Pennsylvania State University,MATHERON AURELIE,French,4.9,5
2863,Pennsylvania State University,Mathews John,Electrical Engineering,2.2,11
2864,Pennsylvania State University,Mathews Tiffany,Chemistry,1.9,11
2865,Pennsylvania State University,Mathews Jonathan,Engineering,2.8,72
2866,Pennsylvania State University,Mathews Myrta,Spanish,3.6,19
2867,Pennsylvania State University,Mathur Ambika,Behavioral Sciences,3.0,8
2868,Pennsylvania State University,Matkovic Anna,Astronomy,3.8,2
2869,Pennsylvania State University,Matkovic Ana,Astronomy,2.9,36
2870,Pennsylvania State University,Matson Jack,Engineering,3.9,7
2871,Pennsylvania State University,Matsoukas Themis,Chemical Engineering,3.9,26
2872,Pennsylvania State University,Matsueda Kent,Information Sciences  Technology,4.5,1
2873,Pennsylvania State University,Matsueda Hyunjoo,Korean,4.0,1
2874,Pennsylvania State University,Matsumura Kyoko,Communication,4.0,8
2875,Pennsylvania State University,Matter Sheri,Nursing,2.5,2
2876,Pennsylvania State University,Matthews Jonathan,Environmental Engineering,2.6,24
2877,Pennsylvania State University,Matthews Tiffany,Chemistry,1.2,8
2878,Pennsylvania State University,Matzko Paul,History,2.9,11
2879,Pennsylvania State University,Mauger David,Health Science,5.0,1
2880,Pennsylvania State University,Maughmer Mark,Engineering,3.8,13
2881,Pennsylvania State University,Maull Amanda,Sociology,1.3,8
2882,Pennsylvania State University,Maull Karen,Business,4.3,35
2883,Pennsylvania State University,Maust Andrew,English,4.2,5
2884,Pennsylvania State University,Maximova Siela,Agriculture,2.0,1
2885,Pennsylvania State University,Maxson James,Communication,4.3,3
2886,Pennsylvania State University,Maxwell Jason,English,4.5,6
2887,Pennsylvania State University,Maxwell Megan,Psychology,5.0,4
2888,Pennsylvania State University,May Elizabeth,English,4.3,18
2889,Pennsylvania State University,Mayanskiy Evgeny,Mathematics,3.2,10
2890,Pennsylvania State University,Mayer Jeffrey,Engineering,3.5,38
2891,Pennsylvania State University,Mayer Theresa,Electrical Engineering,1.8,7
2892,Pennsylvania State University,Mayer Madeline,Mathematics,5.0,2
2893,Pennsylvania State University,Mayers Andrew,Engineering,1.9,42
2894,Pennsylvania State University,Maynard Jacob,English,4.0,1
2895,Pennsylvania State University,Maza Maria,English,4.5,4
2896,Pennsylvania State University,Mazow Alissa,Art History,2.6,18
2897,Pennsylvania State University,Mazzant Cynthia,English,3.7,67
2898,Pennsylvania State University,Mazzucato Anna,Mathematics,3.0,20
2899,Pennsylvania State University,Mazzucchelli Marco,Mathematics,5.0,1
2900,Pennsylvania State University,Mbih Richard,African-American Studies,2.4,15
2901,Pennsylvania State University,Mc Clure Nancy,Accounting,1.3,6
2902,Pennsylvania State University,McAfee James,Education,3.7,11
2903,Pennsylvania State University,McAllister Alexander,Spanish,4.0,1
2904,Pennsylvania State University,McAllister Matt,Communication,4.5,110
2905,Pennsylvania State University,McAllister Matthew,Communication,5.0,3
2906,Pennsylvania State University,McAnally Deirdre,French,4.5,6
2907,Pennsylvania State University,McBride David,Sociology,3.7,16
2908,Pennsylvania State University,McBryde Brynne,Art History,5.0,1
2909,Pennsylvania State University,McCabe Carol,Spanish,4.3,10
2910,Pennsylvania State University,McCann Marc,Human Development,4.8,6
2911,Pennsylvania State University,McCarter Roger,Biological Sciences,4.3,29
2912,Pennsylvania State University,McCarthy James,Geography,4.3,12
2913,Pennsylvania State University,McCarthy Anne,English,4.8,6
2914,Pennsylvania State University,McCarthy Lauren,Biological Sciences,1.5,9
2915,Pennsylvania State University,McCaughey Deirdre,Health Administration,4.8,2
2916,Pennsylvania State University,McClanahan Mary,Psychology,4.0,1
2917,Pennsylvania State University,McClennen Sophia,Women's Studies,4.0,27
2918,Pennsylvania State University,McClintock Kathryn,Art History,4.7,3
2919,Pennsylvania State University,McClure Sarah,Anthropology,2.3,8
2920,Pennsylvania State University,McClure Nancy,Accounting,2.3,78
2921,Pennsylvania State University,McCluskey Madeline,English,4.7,3
2922,Pennsylvania State University,McComb Chris,Engineering,5.0,4
2923,Pennsylvania State University,McCool Kylie,English,5.0,2
2924,Pennsylvania State University,McCormack Naomi,Film,4.9,6
2925,Pennsylvania State University,McCoy Heather,French,4.2,36
2926,Pennsylvania State University,McCrudden Matthew,Education,5.0,3
2927,Pennsylvania State University,McCune Heather,Art History,4.0,26
2928,Pennsylvania State University,McDaniel Brandon,Human Development,4.8,3
2929,Pennsylvania State University,McDaniel Patrick,Computer Science,3.3,31
2930,Pennsylvania State University,McDavis Chaunda,English,5.0,3
2931,Pennsylvania State University,McDill Marc,Forestry,3.0,1
2932,Pennsylvania State University,McDonald Bryan,History,5.0,1
2933,Pennsylvania State University,McDonald Faith,English,3.3,22
2934,Pennsylvania State University,McDuffie Kendra,Japanese,5.0,6
2935,Pennsylvania State University,McEntaffer Michael,Economics,2.5,11
2936,Pennsylvania State University,McEntaffer Randall,Astronomy,4.4,5
2937,Pennsylvania State University,McEntaffer Jared,Economics,3.0,42
2938,Pennsylvania State University,Mcfadden Dawn,Chemical Engineering,1.6,17
2939,Pennsylvania State University,Mcfall Donald,Accounting,5.0,1
2940,Pennsylvania State University,McFlanahan Gigi,French,3.0,1
2941,Pennsylvania State University,McGarvey Evan,English,4.6,4
2942,Pennsylvania State University,McGhee Sam,Criminal Justice,5.0,1
2943,Pennsylvania State University,McGibbon Louise,Biological Sciences,4.5,2
2944,Pennsylvania State University,McGill William,Information Science,3.1,7
2945,Pennsylvania State University,McGowan Michelle,Spanish,4.5,2
2946,Pennsylvania State University,McGregor Annette,Theater,3.7,110
2947,Pennsylvania State University,McGunigal Lisa,English,4.8,5
2948,Pennsylvania State University,McInteer Nicole,German,3.9,5
2949,Pennsylvania State University,McKee Eric,Music,4.5,15
2950,Pennsylvania State University,McKee Emily,Music,4.2,6
2951,Pennsylvania State University,McKelvey Judith,English,3.9,39
2952,Pennsylvania State University,McKinnon Kathleen,Education,1.6,8
2953,Pennsylvania State University,Mclain Kristine,Philosophy,5.0,2
2954,Pennsylvania State University,McLaughlin Mary,Management,4.6,5
2955,Pennsylvania State University,McLaughlin Dennis,Aerospace Engineering,2.2,2
2956,Pennsylvania State University,McLaughlin Vanessa,English,4.4,11
2957,Pennsylvania State University,McLeod Mark,Economics,4.3,307
2958,Pennsylvania State University,McMillan Sam,English,4.4,14
2959,Pennsylvania State University,McMillan Aaron,Mathematics,4.8,3
2960,Pennsylvania State University,McMullen Sonya,Political Science,1.0,2
2961,Pennsylvania State University,McMullin Christine,English,3.3,3
2962,Pennsylvania State University,McMurry Sally,History,2.8,2
2963,Pennsylvania State University,McNeil Rhett,Comparative Literature,4.7,14
2964,Pennsylvania State University,McNellis Timothy,Agriculture,4.7,29
2965,Pennsylvania State University,McNitt Richard,Engineering,5.0,6
2966,Pennsylvania State University,McNitt Andrew,Agriculture,5.0,3
2967,Pennsylvania State University,Mcnulty Daniel,Marketing,2.3,3
2968,Pennsylvania State University,McReynolds Phillip,Philosophy,2.8,17
2969,Pennsylvania State University,Mcrudden Matthew,Education,3.0,1
2970,Pennsylvania State University,McSteen Paula,Biological Sciences,3.2,3
2971,Pennsylvania State University,McTernan Jesse,Engineering,4.9,4
2972,Pennsylvania State University,Mcveigh Sarah,Nursing,4.0,2
2973,Pennsylvania State University,McWilliams John,Sociology,4.8,6
2974,Pennsylvania State University,Meacham Michael,Health Science,2.9,12
2975,Pennsylvania State University,Meadows Jeffrey,Education,5.0,1
2976,Pennsylvania State University,Medeiros Deborah,Industrial Engineering,3.2,3
2977,Pennsylvania State University,Medill Nancy,Biological Sciences,4.2,4
2978,Pennsylvania State University,Medina Monica,Biological Sciences,2.0,7
2979,Pennsylvania State University,Medina Scott,Biological Sciences,5.0,1
2980,Pennsylvania State University,Medvedev Paul,Computer Science,2.8,10
2981,Pennsylvania State University,Meehan Mallory,Business,4.8,4
2982,Pennsylvania State University,Meengs Jennifer,Nutrition,5.0,6
2983,Pennsylvania State University,Mehltretter Sara,Communication,4.8,9
2984,Pennsylvania State University,Mehta Khanjan,Engineering,4.1,7
2985,Pennsylvania State University,Meinen Robert,Agriculture,5.0,1
2986,Pennsylvania State University,Meinrath Sascha,Communication,5.0,2
2987,Pennsylvania State University,Meisel Nicholas,Mechanical Engineering,2.3,11
2988,Pennsylvania State University,Melanson Lisa,Mathematics,4.7,38
2989,Pennsylvania State University,Melhauser Christopher,Meteorology,4.5,1
2990,Pennsylvania State University,Mellette Justin,English,4.3,3
2991,Pennsylvania State University,Meloy Meg,Marketing,2.8,31
2992,Pennsylvania State University,Meloy Margaret (Meg),Marketing,2.0,1
2993,Pennsylvania State University,Melton Robert,Engineering,4.8,31
2994,Pennsylvania State University,Menard Kim,Criminal Justice,3.3,31
2995,Pennsylvania State University,Mench Matthew,Engineering,4.9,15
2996,Pennsylvania State University,Mendieta Eduardo,Philosophy,5.0,1
2997,Pennsylvania State University,Mendum Ruth Marie,Women's Studies,4.0,3
2998,Pennsylvania State University,Mengesha Tadele,Mathematics,4.5,3
2999,Pennsylvania State University,Mengisteab Kidane,Political Science,3.3,10
3000,Pennsylvania State University,Mennies Rachel,English,4.9,9
3001,Pennsylvania State University,Menold Jessica,Engineering,5.0,3
3002,Pennsylvania State University,Mensah Shaeeda,Philosophy,3.8,2
3003,Pennsylvania State University,Mensch Jennifer,Philosophy,4.4,15
3004,Pennsylvania State University,Mensinger Lisa,Business,3.2,17
3005,Pennsylvania State University,Meredith Timothy,Biochemistry,3.9,7
3006,Pennsylvania State University,Merkel-Hess Kate,History,4.4,8
3007,Pennsylvania State University,Merlo Elyse M,Communication,4.4,4
3008,Pennsylvania State University,Merrell Daniel,Recreation Parks amp Tourism,1.0,1
3009,Pennsylvania State University,Merritt Earl,History,4.2,4
3010,Pennsylvania State University,Merson Dan,Education,3.0,2
3011,Pennsylvania State University,Messner John,Engineering,3.8,4
3012,Pennsylvania State University,Messuri Kristin,English,4.2,6
3013,Pennsylvania State University,Metti Maximilian,Mathematics,4.7,3
3014,Pennsylvania State University,Metzger Scott,Education,2.7,9
3015,Pennsylvania State University,Metzner John,Computer Science,1.5,16
3016,Pennsylvania State University,Meyer Sandy,English,3.0,2
3017,Pennsylvania State University,Meyer Richard,Mathematics,1.0,2
3018,Pennsylvania State University,Meyer Christine,English,5.0,4
3019,Pennsylvania State University,Meyer-Hoess Ines,Communication,4.6,17
